assay_id,uniprot_id,seed,fold,split,model,calibration_method,retained_fraction,retained_rows,mae,normalized_mae,uncertainty_threshold
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,42,0,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.5,231,0.7324164433444879,0.8119446181179437,0.60170374953302
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,42,0,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.75,346,0.7877070796261479,0.8732388926651026,0.7721214181726684
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,42,0,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,1.0,461,0.7997421598186901,0.8865807812583333,0.867012513443634
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,43,1,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.25,115,0.79137934687211,0.6870214611058899,0.6035164786539764
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,43,1,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.5,230,0.7312981153201263,0.6348630422021987,0.6119068533065184
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,43,1,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.75,345,0.633806241164241,0.5502272602687185,0.7839504855805054
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,43,1,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,1.0,460,0.6073056746981931,0.527221279678502,0.9910930379574585
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,44,2,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.25,115,0.5468231575406667,0.4510756153716849,0.636479450385315
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,44,2,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.5,230,0.557797983753364,0.4601287734525432,0.6579712756368408
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,44,2,contiguous_position,esm2_residue_ridge_probe,mondrian_substitution,0.75,345,0.6765440306945237,0.558082646580082,0.7226762952141724
